service,protocol,http_code,time_total_ms
auth,HTTP2,200,588
auth,HTTP3,200,96
listings,HTTP2,200,240
listings,HTTP3,200,181
booking,HTTP2,200,211
booking,HTTP3,200,105
messaging,HTTP2,200,138
messaging,HTTP3,200,99
notification,HTTP2,200,568
notification,HTTP3,200,153
trust,HTTP2,200,359
trust,HTTP3,200,128
analytics,HTTP2,200,299
analytics,HTTP3,200,208
media,HTTP2,200,128
media,HTTP3,200,62
gateway,HTTP2,200,18
gateway,HTTP3,200,32
