service,protocol,http_code,time_total_ms
auth,HTTP2,200,332
auth,HTTP3,200,328
listings,HTTP2,504,285
listings,HTTP3,504,123
booking,HTTP2,504,55
booking,HTTP3,504,93
messaging,HTTP2,200,198
messaging,HTTP3,200,287
trust,HTTP2,504,692
trust,HTTP3,504,204
analytics,HTTP2,504,66
analytics,HTTP3,504,98
media,HTTP2,504,62
media,HTTP3,504,230
gateway,HTTP2,200,41
gateway,HTTP3,200,28
