service,protocol,http_code,time_total_ms
auth,HTTP2,200,92
auth,HTTP3,200,49
listings,HTTP2,200,60
listings,HTTP3,200,22
booking,HTTP2,200,64
booking,HTTP3,200,22
messaging,HTTP2,200,33
messaging,HTTP3,200,18
notification,HTTP2,200,27
notification,HTTP3,200,28
trust,HTTP2,200,80
trust,HTTP3,200,54
analytics,HTTP2,200,47
analytics,HTTP3,200,39
media,HTTP2,200,21
media,HTTP3,200,22
gateway,HTTP2,200,11
gateway,HTTP3,200,24
