service,protocol,http_code,time_total_ms
auth,HTTP2,200,1335
auth,HTTP3,504,1979
listings,HTTP2,200,1435
listings,HTTP3,200,493
booking,HTTP2,200,194
booking,HTTP3,200,366
messaging,HTTP2,200,292
messaging,HTTP3,200,157
notification,HTTP2,200,547
notification,HTTP3,200,250
trust,HTTP2,200,517
trust,HTTP3,200,109
analytics,HTTP2,200,193
analytics,HTTP3,200,78
media,HTTP2,200,86
media,HTTP3,200,363
gateway,HTTP2,200,332
gateway,HTTP3,200,1824
