service,protocol,http_code,time_total_ms
auth,HTTP2,200,8211
auth,HTTP3,200,4383
listings,HTTP2,200,5118
listings,HTTP3,504,1370
booking,HTTP2,504,886
booking,HTTP3,504,3018
messaging,HTTP2,503,111
messaging,HTTP3,200,4998
notification,HTTP2,504,575
notification,HTTP3,504,782
trust,HTTP2,504,1000
trust,HTTP3,504,1161
analytics,HTTP2,504,1122
analytics,HTTP3,curl:
000
000,0
media,HTTP2,000,19014
