service,protocol,http_code,time_total_ms
auth,HTTP2,200,45
auth,HTTP3,200,29
listings,HTTP2,200,19
listings,HTTP3,200,17
booking,HTTP2,200,25
booking,HTTP3,200,30
messaging,HTTP2,200,19
messaging,HTTP3,200,20
notification,HTTP2,200,27
notification,HTTP3,200,20
trust,HTTP2,200,25
trust,HTTP3,200,20
analytics,HTTP2,200,22
analytics,HTTP3,200,30
media,HTTP2,200,18
media,HTTP3,200,19
gateway,HTTP2,200,7
gateway,HTTP3,200,11
