service,protocol,http_code,time_total_ms
auth,HTTP2,200,373
auth,HTTP3,200,187
listings,HTTP2,504,34
listings,HTTP3,504,133
booking,HTTP2,504,104
booking,HTTP3,504,68
messaging,HTTP2,200,313
messaging,HTTP3,200,60
trust,HTTP2,504,52
trust,HTTP3,504,57
analytics,HTTP2,504,60
analytics,HTTP3,504,65
media,HTTP2,504,21
media,HTTP3,504,103
gateway,HTTP2,200,20
gateway,HTTP3,200,115
