service,protocol,http_code,time_total_ms
auth,HTTP2,200,811
auth,HTTP3,200,217
listings,HTTP2,200,447
listings,HTTP3,200,100
booking,HTTP2,200,119
booking,HTTP3,200,408
messaging,HTTP2,200,168
messaging,HTTP3,200,165
notification,HTTP2,200,359
notification,HTTP3,200,173
trust,HTTP2,200,884
trust,HTTP3,200,724
analytics,HTTP2,200,650
analytics,HTTP3,200,135
media,HTTP2,200,80
media,HTTP3,200,106
gateway,HTTP2,200,11
gateway,HTTP3,200,30
