service,protocol,vus,duration,p50_waiting_ms,p95_waiting_ms,p99_waiting_ms,avg_waiting_ms,max_waiting_ms,rps,fail_rate,collapse,reason,pg_peak_connections,summary,log
gateway,http3,10,60s,,,,,,1,k6 exited 2,1,no_metrics,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http3/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http3/vus-10.log
gateway,http2,10,60s,31.228,191.73059999999964,,54.56097593535945,845.691,94.79323078758256,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-10.log
gateway,http2,20,60s,87.847,280.7759999999999,,113.70249308503301,2299.795,121.44303122870215,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-20.log
gateway,http2,30,60s,107.9175,301.04454999999984,,143.37504935923158,5817.258,153.93690553467908,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-30.log
gateway,http2,40,60s,155.03,379.31669999999986,,180.99933860851127,3636.556,171.8737462529185,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-40-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-40.log
gateway,http2,50,60s,200.615,507.7747999999995,,243.794958839671,10985.854,169.17492869999612,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-50-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-50.log
gateway,http2,60,60s,85.4435,261.6023499999998,,124.23788399184548,6650.716,342.3537844658424,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-60-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http2/vus-60.log
gateway,http1,10,60s,24.547,108.24974999999996,,36.494102847181885,640.56,114.63602454389925,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-10.log
gateway,http1,20,60s,61.059,179.574,,82.7643508499057,4288.145,149.66838583834775,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-20.log
gateway,http1,30,60s,110.3865,350.7278,,137.56658462181431,1106.932,159.19007178155076,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-30.log
gateway,http1,40,60s,51.978,224.04349999999997,,77.40223568270194,1415.679,312.4937675214844,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-40-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-40.log
gateway,http1,50,60s,90.506,267.648,,127.57127082714811,5374.753,279.9999235200019,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-50-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-50.log
gateway,http1,60,60s,129.693,325.716,,151.9176550503053,2449.099,295.85206458877445,0,0,,,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-60-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/gateway/http1/vus-60.log
