service,protocol,http_code,time_total_ms
auth,HTTP2,200,580
auth,HTTP3,200,316
listings,HTTP2,200,523
listings,HTTP3,200,836
booking,HTTP2,200,1508
booking,HTTP3,200,390
messaging,HTTP2,200,520
messaging,HTTP3,200,267
notification,HTTP2,200,920
notification,HTTP3,200,549
trust,HTTP2,200,433
trust,HTTP3,200,537
analytics,HTTP2,200,789
analytics,HTTP3,200,292
media,HTTP2,200,161
media,HTTP3,200,187
gateway,HTTP2,200,35
gateway,HTTP3,200,97
