service,protocol,http_code,time_total_ms
auth,HTTP2,200,66
auth,HTTP3,200,41
listings,HTTP2,200,208
listings,HTTP3,200,59
booking,HTTP2,200,49
booking,HTTP3,200,49
messaging,HTTP2,200,57
messaging,HTTP3,200,23
notification,HTTP2,200,62
notification,HTTP3,200,319
trust,HTTP2,200,158
trust,HTTP3,200,48
analytics,HTTP2,200,171
analytics,HTTP3,200,44
media,HTTP2,200,31
media,HTTP3,200,47
gateway,HTTP2,200,13
gateway,HTTP3,200,32
