service,protocol,http_code,time_total_ms
auth,HTTP2,200,265
auth,HTTP3,200,111
listings,HTTP2,200,164
listings,HTTP3,200,88
booking,HTTP2,200,60
booking,HTTP3,200,35
messaging,HTTP2,200,100
messaging,HTTP3,200,31
notification,HTTP2,401,21
notification,HTTP3,401,23
trust,HTTP2,200,176
trust,HTTP3,200,96
analytics,HTTP2,200,543
analytics,HTTP3,200,430
media,HTTP2,504,54
media,HTTP3,504,30
gateway,HTTP2,200,7
gateway,HTTP3,200,41
