service,protocol,http_code,time_total_ms
auth,HTTP2,200,450
auth,HTTP3,200,106
listings,HTTP2,200,202
listings,HTTP3,200,133
booking,HTTP2,200,3114
booking,HTTP3,200,176
messaging,HTTP2,200,54
messaging,HTTP3,200,119
notification,HTTP2,200,405
notification,HTTP3,200,126
trust,HTTP2,200,139
trust,HTTP3,200,58
analytics,HTTP2,200,239
analytics,HTTP3,200,62
media,HTTP2,504,53
media,HTTP3,504,80
gateway,HTTP2,200,22
gateway,HTTP3,200,27
