service,protocol,http_code,time_total_ms
auth,HTTP2,200,43
auth,HTTP3,200,29
listings,HTTP2,200,30
listings,HTTP3,200,25
booking,HTTP2,200,133
booking,HTTP3,200,36
messaging,HTTP2,200,81
messaging,HTTP3,200,18
notification,HTTP2,200,43
notification,HTTP3,200,81
trust,HTTP2,200,26
trust,HTTP3,200,61
analytics,HTTP2,200,26
analytics,HTTP3,200,24
media,HTTP2,200,26
media,HTTP3,200,26
gateway,HTTP2,200,10
gateway,HTTP3,200,13
