service,protocol,http_code,time_total_ms
auth,HTTP2,200,75
auth,HTTP3,200,30
listings,HTTP2,200,38
listings,HTTP3,200,33
booking,HTTP2,200,55
booking,HTTP3,200,22
messaging,HTTP2,200,27
messaging,HTTP3,200,17
notification,HTTP2,200,39
notification,HTTP3,200,30
trust,HTTP2,200,24
trust,HTTP3,200,41
analytics,HTTP2,200,44
analytics,HTTP3,200,27
media,HTTP2,200,46
media,HTTP3,200,31
gateway,HTTP2,200,8
gateway,HTTP3,200,11
