service,protocol,http_code,time_total_ms
auth,HTTP2,200,636
auth,HTTP3,200,747
listings,HTTP2,200,1674
listings,HTTP3,200,504
booking,HTTP2,200,748
booking,HTTP3,200,255
messaging,HTTP2,200,192
messaging,HTTP3,200,42
notification,HTTP2,200,91
notification,HTTP3,200,66
trust,HTTP2,200,137
trust,HTTP3,200,102
analytics,HTTP2,200,233
analytics,HTTP3,200,168
media,HTTP2,504,45
media,HTTP3,504,22
gateway,HTTP2,200,11
gateway,HTTP3,200,38
