service,protocol,http_code,time_total_ms
auth,HTTP2,200,208
auth,HTTP3,200,601
listings,HTTP2,200,1583
listings,HTTP3,200,583
booking,HTTP2,200,262
booking,HTTP3,200,66
messaging,HTTP2,200,85
messaging,HTTP3,200,46
notification,HTTP2,401,16
notification,HTTP3,401,37
trust,HTTP2,200,206
trust,HTTP3,200,583
analytics,HTTP2,200,320
analytics,HTTP3,200,183
media,HTTP2,504,75
media,HTTP3,504,41
gateway,HTTP2,200,29
gateway,HTTP3,200,120
