service,protocol,http_code,time_total_ms
auth,HTTP2,200,418
auth,HTTP3,200,157
listings,HTTP2,200,520
listings,HTTP3,200,639
booking,HTTP2,200,108
booking,HTTP3,200,104
messaging,HTTP2,200,99
messaging,HTTP3,200,52
notification,HTTP2,200,303
notification,HTTP3,200,101
trust,HTTP2,200,65
trust,HTTP3,200,169
analytics,HTTP2,200,145
analytics,HTTP3,200,49
media,HTTP2,504,30
media,HTTP3,504,40
gateway,HTTP2,200,29
gateway,HTTP3,200,16
