service,protocol,http_code,time_total_ms
auth,HTTP2,200,433
auth,HTTP3,200,74
listings,HTTP2,200,187
listings,HTTP3,200,76
booking,HTTP2,200,227
booking,HTTP3,200,570
messaging,HTTP2,200,45
messaging,HTTP3,200,43
notification,HTTP2,401,18
notification,HTTP3,401,24
trust,HTTP2,200,52
trust,HTTP3,200,259
analytics,HTTP2,200,144
analytics,HTTP3,200,142
media,HTTP2,504,50
media,HTTP3,504,24
gateway,HTTP2,200,6
gateway,HTTP3,200,26
