service,protocol,http_code,time_total_ms
auth,HTTP2,200,534
auth,HTTP3,200,51
listings,HTTP2,200,98
listings,HTTP3,200,32
booking,HTTP2,200,130
booking,HTTP3,200,21
messaging,HTTP2,200,35
messaging,HTTP3,200,18
notification,HTTP2,200,66
notification,HTTP3,200,44
trust,HTTP2,200,117
trust,HTTP3,200,72
analytics,HTTP2,200,45
analytics,HTTP3,200,67
media,HTTP2,200,33
media,HTTP3,200,42
gateway,HTTP2,200,8
gateway,HTTP3,200,14
