service,protocol,http_code,time_total_ms
auth,HTTP2,200,182
auth,HTTP3,200,47
listings,HTTP2,200,41
listings,HTTP3,200,148
booking,HTTP2,200,70
booking,HTTP3,200,122
messaging,HTTP2,200,94
messaging,HTTP3,200,48
notification,HTTP2,200,130
notification,HTTP3,200,192
trust,HTTP2,200,110
trust,HTTP3,200,33
analytics,HTTP2,200,48
analytics,HTTP3,200,52
media,HTTP2,200,190
media,HTTP3,200,177
gateway,HTTP2,200,19
gateway,HTTP3,200,14
