iso_ts,epoch_ts,inflight_requests,request_count,node_ready,node_not_ready
2026-03-19T20:43:38Z,1773953018,1,60578,1,0
2026-03-19T20:43:48Z,1773953028,1,60601,1,0
2026-03-19T20:43:57Z,1773953037,2,60618,1,0
2026-03-19T20:44:06Z,1773953046,0,60629,1,0
2026-03-19T20:44:15Z,1773953055,0,60647,1,0
2026-03-19T20:44:25Z,1773953065,1,60654,1,0
2026-03-19T20:44:39Z,1773953079,0,60676,1,0
2026-03-19T20:44:48Z,1773953088,1,60690,1,0
2026-03-19T20:45:00Z,1773953100,0,60710,1,0
2026-03-19T20:45:10Z,1773953110,0,60721,1,0
2026-03-19T20:45:19Z,1773953119,1,60734,1,0
2026-03-19T20:45:30Z,1773953130,0,60747,1,0
2026-03-19T20:45:39Z,1773953139,0,60762,1,0
2026-03-19T20:45:49Z,1773953149,2,60778,1,0
2026-03-19T20:46:02Z,1773953162,0,60797,1,0
2026-03-19T20:46:14Z,1773953174,1,60812,1,0
2026-03-19T20:46:25Z,1773953185,1,60829,1,0
2026-03-19T20:46:35Z,1773953195,1,60843,1,0
2026-03-19T20:46:45Z,1773953205,1,60858,1,0
2026-03-19T20:46:55Z,1773953215,0,60871,1,0
2026-03-19T20:47:04Z,1773953224,1,60889,1,0
2026-03-19T20:47:16Z,1773953236,0,60905,1,0
2026-03-19T20:47:25Z,1773953245,1,60919,1,0
2026-03-19T20:47:36Z,1773953256,1,60933,1,0
2026-03-19T20:47:46Z,1773953266,2,60948,1,0
2026-03-19T20:47:58Z,1773953278,1,60959,1,0
2026-03-19T20:48:09Z,1773953289,0,60972,1,0
2026-03-19T20:48:19Z,1773953299,1,60992,1,0
