service,protocol,http_code,time_total_ms
auth,HTTP2,200,282
auth,HTTP3,200,146
listings,HTTP2,200,351
listings,HTTP3,200,93
booking,HTTP2,200,220
booking,HTTP3,200,45
messaging,HTTP2,200,110
messaging,HTTP3,200,55
notification,HTTP2,200,336
notification,HTTP3,200,100
trust,HTTP2,200,487
trust,HTTP3,200,106
analytics,HTTP2,200,224
analytics,HTTP3,200,52
media,HTTP2,504,20
media,HTTP3,504,97
gateway,HTTP2,200,12
gateway,HTTP3,200,28
