service,protocol,http_code,time_total_ms
auth,HTTP2,200,647
auth,HTTP3,200,603
listings,HTTP2,200,1137
listings,HTTP3,200,409
booking,HTTP2,504,5121
booking,HTTP3,200,611
messaging,HTTP2,200,339
messaging,HTTP3,200,288
notification,HTTP2,200,111
notification,HTTP3,200,330
trust,HTTP2,200,1639
trust,HTTP3,200,643
analytics,HTTP2,200,1862
analytics,HTTP3,200,1696
media,HTTP2,504,572
media,HTTP3,504,111
gateway,HTTP2,200,26
gateway,HTTP3,200,61
