service,protocol,vus,duration,p50_waiting_ms,p95_waiting_ms,p99_waiting_ms,avg_waiting_ms,max_waiting_ms,rps,fail_rate,collapse,reason,pg_peak_connections,summary,log
media,http3,10,60s,14.632,68.972,,29.05219422863487,862.688,14.984539314890897,0,0,,6,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http3/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http3/vus-10.log
media,http3,20,60s,13.5165,41.64004999999999,,19.522362222222196,506.766,14.98832434514054,0,0,,5,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http3/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http3/vus-20.log
media,http3,30,60s,14.238,45.14729999999999,,19.712559999999993,298.827,14.988586191615084,0,1,rps_stall,3,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http3/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http3/vus-30.log
media,http2,10,60s,13.294,63.46569999999995,,22.18031444444442,275.887,14.985441892958356,0,0,,3,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http2/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http2/vus-10.log
media,http2,20,60s,12.904,42.482,,17.703870144284117,269.064,14.988490802040632,0,0,,4,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http2/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http2/vus-20.log
media,http2,30,60s,12.165,58.351,,27.39107325194228,853.809,14.987611682658665,0.0011098779134295228,1,rps_stall,6,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http2/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http2/vus-30.log
media,http1,10,60s,9.773,9693.190799999998,,649.5363948439616,14057.097,12.275877170138145,0,1,p95>=1000,11,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http1/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-155712/media/http1/vus-10.log
