service,protocol,http_code,time_total_ms
auth,HTTP2,200,1135
auth,HTTP3,200,301
listings,HTTP2,200,382
listings,HTTP3,200,344
booking,HTTP2,200,529
booking,HTTP3,200,315
messaging,HTTP2,200,211
messaging,HTTP3,200,158
notification,HTTP2,200,895
notification,HTTP3,200,936
trust,HTTP2,200,316
trust,HTTP3,200,394
analytics,HTTP2,200,659
analytics,HTTP3,200,243
media,HTTP2,200,122
media,HTTP3,200,257
gateway,HTTP2,200,58
gateway,HTTP3,200,54
