service,protocol,http_code,time_total_ms
auth,HTTP2,200,902
auth,HTTP3,200,257
listings,HTTP2,200,920
listings,HTTP3,200,196
booking,HTTP2,200,277
booking,HTTP3,200,628
messaging,HTTP2,200,339
messaging,HTTP3,200,569
notification,HTTP2,200,935
notification,HTTP3,200,409
trust,HTTP2,200,560
trust,HTTP3,200,630
analytics,HTTP2,200,206
analytics,HTTP3,200,384
media,HTTP2,200,198
media,HTTP3,200,692
gateway,HTTP2,200,44
gateway,HTTP3,200,108
