service,protocol,http_code,time_total_ms
auth,HTTP2,200,38
auth,HTTP3,200,28
listings,HTTP2,200,21
listings,HTTP3,200,17
booking,HTTP2,200,26
booking,HTTP3,200,26
messaging,HTTP2,200,21
messaging,HTTP3,200,56
notification,HTTP2,200,97
notification,HTTP3,200,31
trust,HTTP2,200,40
trust,HTTP3,200,25
analytics,HTTP2,200,28
analytics,HTTP3,200,27
media,HTTP2,200,23
media,HTTP3,200,19
gateway,HTTP2,200,8
gateway,HTTP3,200,11
