service,protocol,http_code,time_total_ms
auth,HTTP2,200,625
auth,HTTP3,200,56
listings,HTTP2,200,275
listings,HTTP3,200,34
booking,HTTP2,200,423
booking,HTTP3,200,41
messaging,HTTP2,200,59
messaging,HTTP3,200,23
notification,HTTP2,200,57
notification,HTTP3,200,32
trust,HTTP2,200,66
trust,HTTP3,200,62
analytics,HTTP2,200,30
analytics,HTTP3,200,58
media,HTTP2,200,40
media,HTTP3,200,33
gateway,HTTP2,200,18
gateway,HTTP3,200,19
