service,protocol,http_code,time_total_ms
auth,HTTP2,200,219
auth,HTTP3,200,95
listings,HTTP2,200,54
listings,HTTP3,200,20
booking,HTTP2,200,92
booking,HTTP3,200,19
messaging,HTTP2,200,64
messaging,HTTP3,200,286
notification,HTTP2,200,57
notification,HTTP3,200,21
trust,HTTP2,200,33
trust,HTTP3,200,44
analytics,HTTP2,200,53
analytics,HTTP3,200,23
media,HTTP2,200,42
media,HTTP3,200,106
gateway,HTTP2,200,10
gateway,HTTP3,200,18
