service,protocol,vus,duration,p50_waiting_ms,p95_waiting_ms,p99_waiting_ms,avg_waiting_ms,max_waiting_ms,rps,fail_rate,collapse,reason,pg_peak_connections,summary,log
auth,http3,10,60s,60.819500000000005,196.91949999999997,,78.70028488120941,757.757,77.05221202671864,0,0,,27,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-10.log
auth,http3,20,60s,115.44300000000001,353.5297499999998,,151.3275580417227,4535.581,98.75970996612578,0,0,,27,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-20.log
auth,http3,30,60s,145.196,379.12409999999994,,172.46524445270782,768.322,134.2150409124613,0,0,,27,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-30.log
auth,http3,40,60s,124.246,410.1397999999998,,180.4365398749399,4165.263,172.72761698914613,9.62000962000962e-05,0,,27,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-40-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-40.log
auth,http3,50,60s,173.755,441.9334999999994,,206.20472285445373,1263.401,194.32136667096756,0,0,,27,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-50-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-50.log
auth,http3,60,60s,213.259,452.26899999999995,,240.87040829359108,1212.258,205.13611347404833,0.00016166841807452914,0,,27,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-60-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http3/vus-60.log
auth,http2,10,60s,25.2965,86.82584999999999,,41.04323310914089,5104.5,108.90502868886736,0,0,,27,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http2/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http2/vus-10.log
auth,http2,20,60s,39.752,144.98595,,54.163773957060485,676.071,190.6987444656297,8.727526618956188e-05,0,,27,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http2/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http2/vus-20.log
auth,http2,30,60s,74.731,293.26279999999997,,107.09380064758932,1473.848,189.84850929628024,0.00017502406580904875,0,,27,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http2/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http2/vus-30.log
auth,http2,40,60s,128.004,365.16399999999993,,160.11598938130746,928.518,189.60466271393773,0.00026327336551118914,1,rps_stall,94,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http2/vus-40-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http2/vus-40.log
auth,http1,10,60s,27.771,91.29399999999995,,36.641173065735806,255.861,114.47498949563777,0,0,,94,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-10-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-10.log
auth,http1,20,60s,51.056,169.4239999999999,,79.23731203373328,6196.965,153.85016142040777,0.00010811979673478214,0,,94,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-20-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-20.log
auth,http1,30,60s,80.1445,262.517,,106.36856503569565,1084.014,190.5335228936744,0,0,,94,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-30-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-30.log
auth,http1,40,60s,122.1835,348.93139999999994,,151.48813038720593,1019.781,197.76387323142623,0,0,,94,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-40-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-40.log
auth,http1,50,60s,178.6115,463.66379999999987,,207.85732398485828,969.757,193.14831926566418,0.00017205781142463867,0,,94,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-50-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-50.log
auth,http1,60,60s,287.146,632.218,,325.84328347771685,2000.819,158.99574035459585,0.00020874647740319382,1,rps_stall,0,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-60-summary.json,/Users/tom/Off-Campus-Housing-Tracker/bench_logs/ceiling/20260326-122845/auth/http1/vus-60.log
