service,protocol,http_code,time_total_ms
auth,HTTP2,200,350
auth,HTTP3,200,154
listings,HTTP2,200,376
listings,HTTP3,200,117
booking,HTTP2,200,281
booking,HTTP3,200,139
messaging,HTTP2,200,116
messaging,HTTP3,200,260
notification,HTTP2,200,776
notification,HTTP3,200,227
trust,HTTP2,200,110
trust,HTTP3,200,71
analytics,HTTP2,200,198
analytics,HTTP3,200,118
media,HTTP2,200,196
media,HTTP3,200,76
gateway,HTTP2,200,43
gateway,HTTP3,200,59
